REQUEST_ID,CLOSURE_TYPE,CLOSURE_REASON,ACTIVITY,END_DATE,CE_UO,ROLE,time_from_start,time_from_previous_event(start),daytime,weekday,# ACTIVITY=Service closure Request with network responsibility,# ACTIVITY=Service closure Request with BO responsibility,# ACTIVITY=Pending Request for Reservation Closure,# ACTIVITY=Pending Liquidation Request,# ACTIVITY=Request completed with account closure,# ACTIVITY=Request created,# ACTIVITY=Authorization Requested,# ACTIVITY=Evaluating Request (NO registered letter),# ACTIVITY=Network Adjustment Requested,# ACTIVITY=Pending Request for acquittance of heirs,# ACTIVITY=Request deleted,# ACTIVITY=Back-Office Adjustment Requested,# ACTIVITY=Evaluating Request (WITH registered letter),# ACTIVITY=Request completed with customer recovery,# ACTIVITY=Pending Request for Network Information,lead_time
20181004908,Bank Recess,1 - Client lost,Request created,1517320686000,00380,APPLICANT,0.0,0.0,53861.0,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22946727.0
20181004908,Bank Recess,1 - Client lost,Service closure Request with network responsibility,1517321047000,missing,APPLICANT,25.0,25.0,53886.0,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22946727.0
20181004908,Bank Recess,1 - Client lost,Authorization Requested,1538669451000,00565,DIRECTOR,386.0,361.0,54247.0,Tuesday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22946727.0
20181004908,Bank Recess,1 - Client lost,Service closure Request with BO responsibility,1539953767000,BOC,BACK-OFFICE,21352390.0,21352004.0,65451.0,Thursday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22946727.0
20181004908,Bank Recess,1 - Client lost,Pending Request for Reservation Closure,1539953972000,BOC,BACK-OFFICE,22636706.0,1284316.0,53767.0,Friday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,22946727.0
20181004908,Bank Recess,1 - Client lost,Pending Liquidation Request,1540263788000,BOC,BACK-OFFICE,22636911.0,205.0,53972.0,Friday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,22946727.0
20181008818,Inheritance,missing,Request created,1516295154000,00886,APPLICANT,0.0,0.0,60624.0,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Service closure Request with network responsibility,1516295213000,missing,APPLICANT,177330.0,177330.0,65154.0,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Authorization Requested,1516968629000,00480,DIRECTOR,177389.0,59.0,65213.0,Thursday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Service closure Request with BO responsibility,1518016637000,BOC,BACK-OFFICE,850805.0,673416.0,47429.0,Friday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Network Adjustment Requested,1536597823000,00480,APPLICANT,1898813.0,1048008.0,58637.0,Wednesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Service closure Request with BO responsibility,1537444856000,BOC,BACK-OFFICE,20483599.0,18584786.0,67423.0,Monday,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Pending Request for Reservation Closure,1537445014000,BOC,BACK-OFFICE,21330632.0,847033.0,50456.0,Thursday,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Pending Liquidation Request,1537585457000,BOC,BACK-OFFICE,21330790.0,158.0,50614.0,Thursday,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,21668429.0
20181008818,Inheritance,missing,Pending Request for acquittance of heirs,1537782653000,BOC,BACK-OFFICE,21471233.0,140443.0,18257.0,Saturday,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,21668429.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Request created,1516179083000,00047,APPLICANT,0.0,0.0,35471.0,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Evaluating Request (NO registered letter),1516210728000,00756,DIRECTOR,12.0,12.0,35483.0,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Service closure Request with network responsibility,1516697212000,00756,APPLICANT,31857.0,31845.0,67328.0,Wednesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Service closure Request with BO responsibility,1518180098000,BOC,BACK-OFFICE,518141.0,486284.0,35212.0,Tuesday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Network Adjustment Requested,1527163440000,00756,APPLICANT,2001027.0,1482886.0,49298.0,Friday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Service closure Request with BO responsibility,1527164211000,BOC,BACK-OFFICE,10987969.0,8986942.0,50640.0,Thursday,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Network Adjustment Requested,1548234272000,00756,APPLICANT,10988740.0,771.0,51411.0,Thursday,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Service closure Request with BO responsibility,1548333028000,BOC,BACK-OFFICE,32055201.0,21066461.0,36272.0,Wednesday,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Pending Request for Reservation Closure,1548333222000,BOC,BACK-OFFICE,32153957.0,98756.0,48628.0,Thursday,1,3,0,0,0,1,0,1,2,0,0,0,0,0,0,32293133.0
20181008968,Client Recess,7 - Keep other relationships. Same dip,Pending Liquidation Request,1548472204000,BOC,BACK-OFFICE,32154151.0,194.0,48822.0,Thursday,1,3,1,0,0,1,0,1,2,0,0,0,0,0,0,32293133.0
20181009421,Bank Recess,1 - Client lost,Request created,1548768371000,00561,APPLICANT,0.0,0.0,55863.0,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32568908.0
20181011876,Inheritance,missing,Request created,1516704978000,00129,APPLICANT,0.0,0.0,42267.0,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31616036.0
20181011876,Inheritance,missing,Service closure Request with network responsibility,1547204180000,missing,APPLICANT,711.0,711.0,42978.0,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31616036.0
20181011876,Inheritance,missing,Authorization Requested,1547204899000,00531,DIRECTOR,30499913.0,30499202.0,42980.0,Friday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31616036.0
20181011876,Inheritance,missing,Service closure Request with BO responsibility,1548174183000,BOC,BACK-OFFICE,30500632.0,719.0,43699.0,Friday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,31616036.0
20181011876,Inheritance,missing,Pending Request for Reservation Closure,1548174319000,BOC,BACK-OFFICE,31469916.0,969284.0,62583.0,Tuesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,31616036.0
20181011876,Inheritance,missing,Pending Liquidation Request,1548299388000,BOC,BACK-OFFICE,31470052.0,136.0,62719.0,Tuesday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,31616036.0
20181011876,Inheritance,missing,Pending Request for acquittance of heirs,1548320303000,BOC,BACK-OFFICE,31595121.0,125069.0,14988.0,Thursday,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,31616036.0
20182000513,Inheritance,missing,Request created,1537953565000,00031,APPLICANT,0.0,0.0,59396.0,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22357436.0
20182000513,Inheritance,missing,Service closure Request with network responsibility,1538405348000,missing,APPLICANT,20458169.0,20458169.0,40765.0,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22357436.0
20182000513,Inheritance,missing,Authorization Requested,1538998369000,00424,DIRECTOR,20909952.0,451783.0,60548.0,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22357436.0
20182000513,Inheritance,missing,Service closure Request with BO responsibility,1539703358000,BOC,BACK-OFFICE,21502973.0,593021.0,48769.0,Monday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,22357436.0
20182000513,Inheritance,missing,Pending Request for Reservation Closure,1539703383000,BOC,BACK-OFFICE,22207987.0,705014.0,62583.0,Tuesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,22357436.0
20182000513,Inheritance,missing,Pending Liquidation Request,1539831810000,BOC,BACK-OFFICE,22207987.0,0.0,62583.0,Tuesday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,22357436.0
20182000513,Inheritance,missing,Pending Request for acquittance of heirs,1539852832000,BOC,BACK-OFFICE,22336414.0,128427.0,18210.0,Thursday,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,22357436.0
20182002052,Bank Recess,1 - Client lost,Request created,1517912974000,00421,APPLICANT,0.0,0.0,41344.0,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21922471.0
20182002052,Bank Recess,1 - Client lost,Service closure Request with network responsibility,1517913021000,missing,APPLICANT,30.0,30.0,41374.0,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21922471.0
20182002052,Bank Recess,1 - Client lost,Authorization Requested,1539193967000,00870,DIRECTOR,77.0,47.0,41421.0,Tuesday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21922471.0
20182002052,Bank Recess,1 - Client lost,Service closure Request with BO responsibility,1539689302000,BOC,BACK-OFFICE,21284623.0,21284546.0,71567.0,Wednesday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21922471.0
20182002052,Bank Recess,1 - Client lost,Pending Request for Reservation Closure,1539689460000,BOC,BACK-OFFICE,21779958.0,495335.0,48502.0,Tuesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,21922471.0
20182002052,Bank Recess,1 - Client lost,Pending Liquidation Request,1539831815000,BOC,BACK-OFFICE,21780116.0,158.0,48660.0,Tuesday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,21922471.0
20182004445,Inheritance,missing,Request created,1518429206000,00646,APPLICANT,0.0,0.0,39046.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Service closure Request with network responsibility,1518429368000,missing,APPLICANT,160.0,160.0,39206.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Authorization Requested,1518432630000,00008,DIRECTOR,322.0,162.0,39368.0,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Service closure Request with BO responsibility,1519748559000,BOC,BACK-OFFICE,3584.0,3262.0,42630.0,Monday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Network Adjustment Requested,1537788331000,00008,APPLICANT,1319513.0,1315929.0,62559.0,Tuesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Service closure Request with BO responsibility,1539167610000,BOC,BACK-OFFICE,19362885.0,18043372.0,48331.0,Monday,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Pending Request for Reservation Closure,1539167662000,BOC,BACK-OFFICE,20742164.0,1379279.0,45210.0,Wednesday,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Pending Liquidation Request,1539313630000,BOC,BACK-OFFICE,20742216.0,52.0,45262.0,Wednesday,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,20919945.0
20182004445,Inheritance,missing,Pending Request for acquittance of heirs,1539345391000,BOC,BACK-OFFICE,20888184.0,145968.0,18430.0,Friday,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0,20919945.0
20182004707,Client Recess,1 - Client lost,Request created,1518441395000,SB92,APPLICANT,0.0,0.0,50886.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18802536.0
20182004707,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1518509982000,00583,DIRECTOR,509.0,509.0,51395.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18802536.0
20182004707,Client Recess,1 - Client lost,Service closure Request with network responsibility,1536919843000,00583,APPLICANT,79580.0,79071.0,44066.0,Tuesday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18802536.0
20182004707,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1536924251000,BOC,BACK-OFFICE,18482557.0,18402977.0,43843.0,Friday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18802536.0
20182004707,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1536924490000,BOC,BACK-OFFICE,18486965.0,4408.0,48251.0,Friday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,18802536.0
20182004707,Client Recess,1 - Client lost,Pending Liquidation Request,1537239822000,BOC,BACK-OFFICE,18487204.0,239.0,48490.0,Friday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,18802536.0
20182007161,Client Recess,1 - Client lost,Request created,1518775992000,00876,APPLICANT,0.0,0.0,40329.0,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20541306.0
20182007161,Client Recess,1 - Client lost,Evaluating Request (NO registered letter),1519917783000,00565,DIRECTOR,63.0,63.0,40392.0,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20541306.0
20182007161,Client Recess,1 - Client lost,Service closure Request with network responsibility,1538668609000,00565,APPLICANT,19896213.0,19896150.0,64542.0,Thursday,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20541306.0
20182007161,Client Recess,1 - Client lost,Service closure Request with BO responsibility,1539170859000,BOC,BACK-OFFICE,19896280.0,67.0,64609.0,Thursday,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20541306.0
20182007161,Client Recess,1 - Client lost,Pending Request for Reservation Closure,1539171023000,BOC,BACK-OFFICE,20398530.0,502250.0,48459.0,Wednesday,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,20541306.0
20182007161,Client Recess,1 - Client lost,Pending Liquidation Request,1539313635000,BOC,BACK-OFFICE,20398694.0,164.0,48623.0,Wednesday,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,20541306.0
20182007896,Client Recess,2 - Keep bank account. Same dip,Request created,1519038172000,00410,APPLICANT,0.0,0.0,43319.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17859745.0
20182007896,Client Recess,2 - Keep bank account. Same dip,Service closure Request with network responsibility,1533548848000,missing,APPLICANT,53.0,53.0,43372.0,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17859745.0
20182007896,Client Recess,2 - Keep bank account. Same dip,Authorization Requested,1533549175000,00475,DIRECTOR,14514329.0,14514276.0,42448.0,Monday,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17859745.0
20182007896,Client Recess,2 - Keep bank account. Same dip,Service closure Request with BO responsibility,1536768719000,BOC,BACK-OFFICE,14514656.0,327.0,42775.0,Monday,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,17859745.0
20182007896,Client Recess,2 - Keep bank account. Same dip,Pending Request for Reservation Closure,1536768950000,BOC,BACK-OFFICE,17734200.0,3219544.0,65519.0,Wednesday,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,17859745.0
20182007896,Client Recess,2 - Keep bank account. Same dip,Pending Liquidation Request,1536894264000,BOC,BACK-OFFICE,17734431.0,231.0,65750.0,Wednesday,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,17859745.0
20182008407,Client Recess,1 - Client lost,Request created,1525790281000,00574,APPLICANT,0.0,0.0,67845.0,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28458737.0
